Field1_text,Field1_links,Textbox_value,Text,Text1,Text2,Text3,Text4,Text5,Text6,Text7,Text8,Text9,Text10
合租·万象新天天际高尔夫5居室-南卧,https://www.ziroom.com/x/750040263.html,2500,9.3㎡,朝南,5室1厅,18/18,有,万象新天天际高尔夫,2008,板楼,集体供暖,31%,1.4
合租·垡头西里3居室-北卧,https://www.ziroom.com/x/808129842.html,2100,约8.83㎡,朝北,3室1厅,3/5,无,垡头西里,1982,板楼,集体供暖,30%,2.4
合租·万象新天天际高尔夫5居室-北卧,https://www.ziroom.com/x/728124471.html,2300,11㎡,朝北,5室1厅,4/15,有,万象新天天际高尔夫,2008,板楼,集体供暖,31%,1.4
合租·东领鉴筑3居室-北卧,https://www.ziroom.com/x/753693671.html,2700,11.7㎡,朝北,3室1厅,1/21,有,东领鉴筑,2005,塔板结合,集体供暖,30%,0.3
合租·华威西里3居室-东卧,https://www.ziroom.com/x/743603149.html,2100,约7.63㎡,朝东,3室1厅,22/22,有,华威西里,1982,塔楼,集体供暖,37%,5.13
合租·福怡苑4居室-南卧,https://www.ziroom.com/x/739383843.html,2300,9.4㎡,朝南,4室1厅,6/7,无,福怡苑,2003,板楼,独立供暖,30%,0.3
合租·保利嘉园一号院3居室-南卧,https://www.ziroom.com/x/781290171.html,2900,14.3㎡,朝南,3室1厅,13/29,有,保利嘉园一号院,2010,塔楼,独立供暖,35%,2.47
合租·定福庄西街2居室-北卧,https://www.ziroom.com/x/744480223.html,2700,7.9㎡,朝北,2室1厅,4/7,无,定福庄西街,2000,板楼,集体供暖,33%,2.83
合租·潘家园东里3居室-北卧,https://www.ziroom.com/x/789909785.html,2500,8.2㎡,朝北,3室1厅,13/18,有,潘家园东里,1992,塔楼,集体供暖,40%,2
合租·紫南家园6居室-东卧,https://www.ziroom.com/x/634658711.html,2100,约7.2㎡,朝东,6室1厅,6/6,无,紫南家园,2002,板楼,集体供暖,34%,2
合租·京旺家园2居室-北卧,https://www.ziroom.com/x/808147440.html,2900,9.11㎡,朝北,2室1厅,2/11,有,京旺家园,2008,板楼,壁挂炉,33%,2.6
合租·远洋一方润园2号院3居室-北卧,https://www.ziroom.com/x/630760441.html,2100,约8.32㎡,朝北,3室1厅,3/6,无,远洋一方润园2号院,2011,板楼,独立供暖,30%,0.45
合租·劲松南路3居室-北卧,https://www.ziroom.com/x/796923370.html,2500,6.8㎡,朝北,3室1厅,4/18,有,劲松南路,1999,塔楼,集体供暖,30%,0.2
合租·康营家园十五区3居室-北卧,https://www.ziroom.com/x/745062902.html,2300,11㎡,朝北,3室1厅,5/10,有,康营家园十五区,2012,板楼,壁挂炉,35%,0.5
合租·磨房北里3居室-北卧,https://www.ziroom.com/x/771792416.html,2700,9.57㎡,朝北,3室1厅,5/6,无,磨房北里,1994,板楼,集体供暖,30%,1.3
合租·金隅汇景苑3居室-西卧,https://www.ziroom.com/x/748115395.html,2100,约8.5㎡,朝西,3室1厅,13/28,有,金隅汇景苑,2017,塔板结合,集体供暖,30%,2.5
合租·双龙南里3居室-南卧,https://www.ziroom.com/x/725742248.html,2900,14.2㎡,朝南,3室1厅,14/18,有,双龙南里,1995,塔楼,集体供暖,30%,1.2
合租·劲松二区3居室-北卧,https://www.ziroom.com/x/636947823.html,2500,7㎡,朝北,3室1厅,11/14,有,劲松二区,1994,塔板结合,集体供暖,30%,2.5
合租·沿海赛洛城五期3居室-南卧,https://www.ziroom.com/x/650409317.html,2700,9.6㎡,朝南,3室1厅,23/25,有,沿海赛洛城五期,2008,塔楼,集体供暖,30%,2.64
合租·甘露家园3居室-北卧,https://www.ziroom.com/x/768658249.html,2300,9.9㎡,朝北,3室1厅,6/6,无,甘露家园,1997,板楼,集体供暖,30%,2.8
合租·华贸城3居室-北卧,https://www.ziroom.com/x/807193151.html,2500,6.5㎡,朝北,3室1厅,10/27,有,华贸城,2003,塔板结合,独立供暖,45%,2
合租·朝阳旺角3居室-南卧,https://www.ziroom.com/x/731591057.html,2900,14.8㎡,朝南,3室1厅,3/6,无,朝阳旺角,2006,板楼,集体供暖,30%,2.8
合租·潘家园南里4居室-北卧,https://www.ziroom.com/x/758245590.html,2700,11.7㎡,朝北,4室1厅,1/18,有,潘家园南里,1998,塔楼,集体供暖,35%,3
合租·康营家园二十五区3居室-东北卧,https://www.ziroom.com/x/751738636.html,2300,9.27㎡,朝东北,3室1厅,15/18,有,康营家园二十五区,2012,塔板结合,壁挂炉,35%,0.5
合租·天泰北双苑3居室-南卧,https://www.ziroom.com/x/728831795.html,2900,14.9㎡,朝南,3室1厅,6/12,有,天泰北双苑,2004,板楼,独立供暖,35%,0.2
合租·北京像素北区3居室-东北卧,https://www.ziroom.com/x/758766674.html,3100,17.9㎡,朝东北,3室1厅,3/14,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·驼房营南里3居室-北卧,https://www.ziroom.com/x/742055126.html,2500,9.13㎡,朝北,3室1厅,3/6,无,驼房营南里,2001,板楼,集体供暖,30%,3.4
合租·华威北里2居室-北卧,https://www.ziroom.com/x/641682576.html,2700,7.84㎡,朝北,2室1厅,6/6,无,华威北里,1993,板楼,集体供暖,30%,3.5
合租·朝阳无限3居室-东卧,https://www.ziroom.com/x/807893697.html,2300,7.2㎡,朝东,3室1厅,15/23,有,朝阳无限,2004,塔板结合,集体供暖,36%,4.87
合租·中海城香克林3居室-南卧,https://www.ziroom.com/x/767556426.html,2900,11.3㎡,朝南,3室1厅,3/9,有,中海城香克林,2012,板楼,集体供暖,30%,0.2
合租·松榆西里3居室-东卧,https://www.ziroom.com/x/717693382.html,2700,8.8㎡,朝东,3室1厅,2/6,无,松榆西里,1985,板楼,集体供暖,35%,2.1
合租·慈云寺3居室-西卧,https://www.ziroom.com/x/770964715.html,2500,6.7㎡,朝西,3室1厅,15/21,有,慈云寺,1992,塔楼,集体供暖,30%,1.25
合租·万象新天一区5居室-南卧,https://www.ziroom.com/x/721757003.html,2900,13.69㎡,朝南,5室1厅,3/4,无,万象新天一区,2003,板楼,壁挂炉,30%,1.67
合租·北京像素北区3居室-西卧,https://www.ziroom.com/x/790384794.html,2300,10.74㎡,朝西,3室1厅,10/14,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·劲松八区3居室-西卧,https://www.ziroom.com/x/722638345.html,2700,11.5㎡,朝西,3室1厅,4/12,有,劲松八区,1990,板楼,集体供暖,30%,0.2
合租·康泉小区3居室-北卧,https://www.ziroom.com/x/719614758.html,2300,13.14㎡,朝北,3室1厅,27/28,有,康泉小区,2015,板楼,集体供暖,34%,2.38
合租·广渠门外大街2居室-北卧,https://www.ziroom.com/x/780680235.html,2900,11.6㎡,朝北,2室1厅,1/5,无,广渠门外大街,1991,板楼,集体供暖,20%,2
合租·甜水园东里3居室-西卧,https://www.ziroom.com/x/719519019.html,2700,7㎡,朝西,3室1厅,5/6,无,甜水园东里,2000,板楼,集体供暖,30%,2
合租·奥林匹克花园三期4居室-北卧,https://www.ziroom.com/x/748888873.html,2500,12.2㎡,朝北,4室1厅,3/10,有,奥林匹克花园三期,2007,板楼,独立供暖,42%,0.2
城市之光CBD店·阳光男生4人间,https://www.ziroomapartment.com/houseType/getDetail/2c929b8e771a336a017727f6f1e10b6f.html,2300,30.0㎡,多种朝向,1室0厅0卫,10,有,自如城市之光CBD店,,,,,
合租·农光东里3居室-西卧,https://www.ziroom.com/x/717950820.html,2900,11.4㎡,朝西,3室1厅,5/18,有,农光东里,1998,塔楼,集体供暖,30%,0.2
合租·北京像素北区3居室-西卧,https://www.ziroom.com/x/772532623.html,2500,8.9㎡,朝西,3室1厅,16/17,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·东一时区3居室-北卧,https://www.ziroom.com/x/748909243.html,2500,15.46㎡,朝北,3室1厅,5/15,有,东一时区,2006,塔板结合,集体供暖,32%,5.55
合租·周家庄中路19号院3居室-南卧,https://www.ziroom.com/x/750276943.html,2900,12.7㎡,朝南,3室1厅,9/28,有,周家庄中路19号院,2015,板楼,集体供暖,33%,1.4
合租·双惠小区3居室-北卧,https://www.ziroom.com/x/747921783.html,2500,10.53㎡,朝北,3室1厅,2/6,无,双惠小区,2008,板楼,壁挂炉,30%,1.2
合租·康营家园十七区3居室-北卧,https://www.ziroom.com/x/786658345.html,2300,10.9㎡,朝北,3室1厅,5/11,有,康营家园十七区,2012,板楼,壁挂炉,35%,0.5
合租·双合家园2居室-南卧,https://www.ziroom.com/x/807464744.html,2500,13㎡,朝南,2室1厅,1/22,有,双合家园,2018,板楼,集体供暖,30%,2.57
合租·京通苑3居室-南卧,https://www.ziroom.com/x/736316509.html,2900,8㎡,朝南,3室1厅,15/18,有,京通苑,2003,塔楼,集体供暖,33%,3.4
合租·管庄新村3居室-南卧,https://www.ziroom.com/x/786399840.html,2500,11.5㎡,朝南,3室1厅,13/18,有,管庄新村,2011,塔板结合,独立供暖,20%,4.5
合租·管庄西里3居室-南卧,https://www.ziroom.com/x/787003180.html,2300,9.8㎡,朝南,3室1厅,6/7,无,管庄西里,1976,板楼,集体供暖,30%,3.2
合租·官悦欣园B区3居室-北卧,https://www.ziroom.com/x/736434073.html,2500,11.5㎡,朝北,3室1厅,19/22,有,官悦欣园B区,2006,板楼,独立供暖,30%,2
合租·慧忠北里4居室-北卧,https://www.ziroom.com/x/745243419.html,2900,8.7㎡,朝北,4室1厅,1/24,有,慧忠北里,2000,塔楼,集体供暖,36%,3.6
合租·华威西里3居室-北卧,https://www.ziroom.com/x/743602664.html,2300,约9.2㎡,朝北,3室1厅,22/22,有,华威西里,1982,塔楼,集体供暖,37%,5.13
合租·保利嘉园三号院3居室-南卧,https://www.ziroom.com/x/748434525.html,2300,约9.1㎡,朝南,3室1厅,1/29,有,保利嘉园三号院,2010,塔楼,壁挂炉,35%,2.47
合租·农光南路3居室-北卧,https://www.ziroom.com/x/782329720.html,2900,8.8㎡,朝北,3室1厅,1/6,无,农光南路,2000,板楼,集体供暖,30%,0.2
合租·天泰北双苑4居室-北卧,https://www.ziroom.com/x/554800227.html,2200,10.61㎡,朝北,4室1厅,2/7,无,天泰北双苑,2004,板楼,独立供暖,35%,0.2
合租·通惠家园5居室-南卧,https://www.ziroom.com/x/761443777.html,3100,15.9㎡,朝南,5室1厅,6/7,无,通惠家园,2001,板楼,集体供暖,31%,0.2
合租·京通苑3居室-南卧,https://www.ziroom.com/x/807156933.html,2500,10㎡,朝南,3室1厅,9/24,有,京通苑,2003,塔楼,集体供暖,33%,3.4
合租·北花园小区1号院4居室-东卧,https://www.ziroom.com/x/754391489.html,2300,约7.65㎡,朝东,4室1厅,22/29,有,北花园小区1号院,2017,塔板结合,集体供暖,50%,0.4
合租·美然动力A3区3居室-北卧,https://www.ziroom.com/x/773225106.html,2200,8.6㎡,朝北,3室1厅,6/6,无,美然动力A3区,2002,板楼,集体供暖,30%,0.2
合租·福怡苑4居室-北卧,https://www.ziroom.com/x/808053213.html,2500,12.04㎡,朝北,4室1厅,6/7,无,福怡苑,2003,板楼,独立供暖,30%,0.3
合租·社科院3居室-南卧,https://www.ziroom.com/x/615322893.html,2900,8㎡,朝南,3室1厅,11/18,有,社科院,1998,塔楼,集体供暖,20%,3.22
合租·朝阳新城四区3居室-南卧,https://www.ziroom.com/x/720229738.html,2300,约8.9㎡,朝南,3室1厅,3/22,有,朝阳新城四区,2013,板楼,集体供暖,30%,0.1
合租·富东嘉园4居室-南卧,https://www.ziroom.com/x/735203628.html,2300,约10.1㎡,朝南,4室1厅,6/7,无,富东嘉园,2007,板楼,壁挂炉,31%,0.2
合租·顺源里3居室-西北卧,https://www.ziroom.com/x/722131908.html,2900,6.52㎡,朝西北,3室1厅,1/6,无,顺源里,1983,板楼,集体供暖,35%,0.3
合租·金蝉南里3居室-东卧,https://www.ziroom.com/x/648557888.html,2500,10㎡,朝东,3室1厅,23/26,有,金蝉南里,2004,塔楼,集体供暖,30%,3
合租·万象新天一区3居室-东卧,https://www.ziroom.com/x/774513751.html,2300,约8.7㎡,朝东,3室1厅,2/5,无,万象新天一区,2003,板楼,集体供暖,30%,1.67
合租·左家庄北里3居室-北卧,https://www.ziroom.com/x/774673316.html,2900,8.4㎡,朝北,3室1厅,3/5,无,左家庄北里,1986,板楼,集体供暖,18%,2
合租·美然动力A3区3居室-北卧,https://www.ziroom.com/x/745508714.html,2300,约8.24㎡,朝北,3室1厅,6/6,无,美然动力A3区,2002,板楼,集体供暖,30%,0.2
合租·水郡长安4居室-北卧,https://www.ziroom.com/x/653840991.html,2500,11.5㎡,朝北,4室1厅,2/9,有,水郡长安,2008,板楼,集体供暖,30%,2.9
合租·都会华庭4居室-北卧,https://www.ziroom.com/x/513873847.html,2300,约6.7㎡,朝北,4室1厅,11/21,有,都会华庭,2007,塔楼,集体供暖,33%,0.3
合租·汇鸿家园3居室-北卧,https://www.ziroom.com/x/762932145.html,2200,8.2㎡,朝北,3室1厅,4/10,有,汇鸿家园,2008,板楼,集体供暖,30%,2.2
合租·小关北里3居室-北卧,https://www.ziroom.com/x/807416031.html,2900,6.48㎡,朝北,3室1厅,3/6,无,小关北里,1998,板楼,集体供暖,30%,3
合租·国美第一城2号院4居室-北卧,https://www.ziroom.com/x/761570750.html,2700,10㎡,朝北,4室1厅,25/27,有,国美第一城2号院,2006,塔板结合,集体供暖,35%,3
合租·金海国际南区4居室-南卧,https://www.ziroom.com/x/733703232.html,2500,7.2㎡,朝南,4室1厅,20/23,有,金海国际南区,2006,塔楼,独立供暖,31%,1.87
合租·荟康苑4居室-北卧,https://www.ziroom.com/x/721796191.html,2200,9㎡,朝北,4室1厅,6/7,无,荟康苑,1997,板楼,集体供暖,30%,3.2
,,2200,,,,,,,,,,,
合租·北京新天地五期4居室-东南卧,https://www.ziroom.com/x/714055009.html,2300,11.34㎡,朝东南,4室1厅,7/27,有,北京新天地五期,2010,塔板结合,集体供暖,35%,3.11
合租·保利嘉园三号院3居室-南卧,https://www.ziroom.com/x/769333854.html,2700,11.9㎡,朝南,3室1厅,9/11,有,保利嘉园三号院,2010,板楼,壁挂炉,35%,2.47
合租·华阳公寓4居室-北卧,https://www.ziroom.com/x/619683771.html,2500,9.4㎡,朝北,4室1厅,5/19,有,华阳公寓,1998,塔楼,集体供暖,30%,1.5
合租·燕翔西里2居室-南卧,https://www.ziroom.com/x/730804193.html,2200,12.9㎡,朝南,2室1厅,3/5,无,燕翔西里,1998,板楼,集体供暖,30%,1.5
合租·翠成馨园C区3居室-北卧,https://www.ziroom.com/x/747426210.html,2300,约10㎡,朝北,3室1厅,11/11,有,翠成馨园C区,2009,板楼,集体供暖,30%,2.5
合租·金隅悦和园3居室-南卧,https://www.ziroom.com/x/782957698.html,2700,13.3㎡,朝南,3室1厅,11/28,有,金隅悦和园,2014,塔板结合,集体供暖,30%,2.8
合租·农光里3居室-北卧,https://www.ziroom.com/x/723975975.html,2500,9.93㎡,朝北,3室1厅,6/6,无,农光里,1996,板楼,集体供暖,30%,0.2
合租·双合家园3居室-北卧,https://www.ziroom.com/x/807930902.html,2200,10.1㎡,朝北,3室1厅,22/22,有,双合家园,2018,板楼,集体供暖,30%,2.57
合租·北京像素北区3居室-东北卧,https://www.ziroom.com/x/719036929.html,2300,约10㎡,朝东北,3室1厅,5/14,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·明天第一城8号院3居室-南卧,https://www.ziroom.com/x/745717749.html,2500,8.1㎡,朝南,3室1厅,15/20,有,明天第一城8号院,2007,塔板结合,集体供暖,31%,2.71
合租·定福家园3号院4居室-北卧,https://www.ziroom.com/x/782157739.html,2400,9.63㎡,朝北,4室1厅,9/12,有,定福家园3号院,2007,塔板结合,壁挂炉,30%,2.51
合租·北京像素北区3居室-西北卧,https://www.ziroom.com/x/749370575.html,2200,6.8㎡,朝西北,3室1厅,4/13,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·弘善家园3居室-南卧,https://www.ziroom.com/x/786572694.html,2400,8㎡,朝南,3室1厅,26/28,有,弘善家园,2012,塔楼,独立供暖,20%,4.4
合租·甘露晴苑3居室-北卧,https://www.ziroom.com/x/749964506.html,2500,7.7㎡,朝北,3室1厅,12/20,有,甘露晴苑,2003,塔楼,集体供暖,33%,0.2
合租·水郡长安6居室-北卧,https://www.ziroom.com/x/748354888.html,2200,9.7㎡,朝北,6室1厅,7/8,有,水郡长安,2008,板楼,集体供暖,30%,2.9
合租·北卫家园4居室-北卧,https://www.ziroom.com/x/717826951.html,2400,6.4㎡,朝北,4室1厅,6/7,无,北卫家园,2012,板楼,集体供暖,30%,2.5
合租·美然动力A2区5居室-北卧,https://www.ziroom.com/x/732156955.html,2200,8㎡,朝北,5室1厅,7/10,有,美然动力A2区,2003,板楼,集体供暖,30%,0.2
合租·万象新天罗兰大道4居室-南卧,https://www.ziroom.com/x/656103184.html,3100,14.8㎡,朝南,4室1厅,12/14,有,万象新天罗兰大道,2009,塔板结合,集体供暖,33%,1.4
合租·沿海赛洛城一期3居室-东卧,https://www.ziroom.com/x/627652792.html,2500,7.5㎡,朝东,3室1厅,5/18,有,沿海赛洛城一期,2007,塔楼,集体供暖,30%,2.64
合租·兴隆家园3居室-北卧,https://www.ziroom.com/x/783955246.html,2200,7.9㎡,朝北,3室1厅,6/6,无,兴隆家园,2002,板楼,集体供暖,35%,2.8
合租·美景东方4居室-北卧,https://www.ziroom.com/x/780082036.html,2500,7.12㎡,朝北,4室1厅,4/24,有,美景东方,2000,塔楼,集体供暖,39%,3.79
合租·恒大江湾3居室-南卧,https://www.ziroom.com/x/738972175.html,2500,9.5㎡,朝南,3室1厅,11/29,有,恒大江湾,2016,塔板结合,集体供暖,30%,2.0
合租·康营家园二十五区3居室-北卧,https://www.ziroom.com/x/712742017.html,2200,10.7㎡,朝北,3室1厅,1/11,有,康营家园二十五区,2012,塔板结合,壁挂炉,35%,0.5
合租·定福家园2号院3居室-东南卧,https://www.ziroom.com/x/714208754.html,3100,14.9㎡,朝东南,3室1厅,21/21,有,定福家园2号院,2007,塔楼,独立供暖,25%,2.5
,,3100,,,,,,,,,,,
合租·北京像素南区3居室-北卧,https://www.ziroom.com/x/786676096.html,2500,12.8㎡,朝北,3室1厅,2/16,有,北京像素南区,2012,塔板结合,集体供暖,30%,3.32
合租·金泽家园A区3居室-南卧,https://www.ziroom.com/x/752418121.html,2200,11.61㎡,朝南,3室1厅,4/15,有,金泽家园A区,2015,板楼,壁挂炉,30%,3.0
合租·北苑家园清友园4居室-东卧,https://www.ziroom.com/x/732849050.html,2900,9.6㎡,朝东,4室1厅,5/25,有,北苑家园清友园,2001,塔楼,集体供暖,40%,2
合租·金隅悦和园3居室-南卧,https://www.ziroom.com/x/807248346.html,2200,9.1㎡,朝南,3室1厅,14/29,有,金隅悦和园,2014,板楼,集体供暖,30%,2.8
合租·紫南家园3居室-南卧,https://www.ziroom.com/x/759639771.html,3100,14㎡,朝南,3室1厅,2/7,无,紫南家园,2002,板楼,集体供暖,34%,2
合租·恒大书院3居室-东卧,https://www.ziroom.com/x/747665509.html,2700,8.4㎡,朝东,3室1厅,12/28,有,恒大书院,2017,板楼,集体供暖,30%,0.87
合租·华威西里3居室-东卧,https://www.ziroom.com/x/794633103.html,2900,7.54㎡,朝东,3室1厅,16/18,有,华威西里,1982,塔楼,集体供暖,37%,5.13
合租·北京像素北区3居室-东北卧,https://www.ziroom.com/x/783498376.html,2700,10.1㎡,朝东北,3室1厅,9/14,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·南湖渠西里3居室-北卧,https://www.ziroom.com/x/745382129.html,2900,10.5㎡,朝北,3室1厅,1/5,无,南湖渠西里,1993,板楼,集体供暖,30%,1.2
合租·翠成馨园E区3居室-北卧,https://www.ziroom.com/x/765113578.html,2700,18.03㎡,朝北,3室1厅,21/28,有,翠成馨园E区,2014,板楼,独立供暖,30%,2.5
合租·双惠小区3居室-南卧,https://www.ziroom.com/x/741130716.html,2900,17.4㎡,朝南,3室1厅,6/6,无,双惠小区,2008,板楼,壁挂炉,30%,1.2
合租·定福家园3号院4居室-西南卧,https://www.ziroom.com/x/735211097.html,2700,13㎡,朝西南,4室1厅,11/21,有,定福家园3号院,2007,塔楼,壁挂炉,30%,2.51
合租·优点社区3居室-南卧,https://www.ziroom.com/x/792487172.html,3100,20.2㎡,朝南,3室1厅,7/11,有,优点社区,2007,板楼,独立供暖,20%,1.9
合租·管庄新村3居室-南卧,https://www.ziroom.com/x/779175862.html,2700,14.5㎡,朝南,3室1厅,14/18,有,管庄新村,2011,塔板结合,独立供暖,20%,4.5
